UID,Recomend
23845,"[[31], [31, 65, 27, 61, 53, 100, 34, 36, 21, 69]]"
23846,"[[27], [27, 50, 72, 89, 53, 100, 76, 31, 14, 69]]"
23847,"[[54], [54, 14, 50, 49, 53, 65, 29, 47, 32, 62]]"
23848,"[[89], [89, 27, 54, 32, 61, 36, 31, 48, 62, 66]]"
23849,"[[29], [29, 50, 21, 53, 35, 36, 31, 69, 42, 7]]"
23850,"[[1], [1, 60, 7, 32, 48, 36, 89, 62, 88, 97]]"
23851,"[[50], [50, 53, 29, 35, 31, 21, 65, 69, 27, 36]]"
23852,"[[89], [89, 78, 83, 76, 91, 81, 90, 72, 88, 98]]"
23853,"[[65], [65, 21, 31, 27, 53, 50, 36, 29, 14, 42]]"
23854,"[[54], [54, 27, 32, 65, 50, 29, 53, 36, 31, 61]]"
23855,"[[89], [89, 62, 93, 72, 47, 68, 76, 32, 50, 36]]"
23856,"[[48], [48, 61, 11, 28, 27, 62, 68, 66, 49, 31]]"
23857,"[[18], [18, 50, 16, 62, 36, 89, 53, 94, 10, 66]]"
23858,"[[32], [32, 54, 68, 62, 53, 49, 61, 50, 47, 48]]"
23859,"[[62], [62, 35, 50, 53, 27, 54, 36, 47, 12, 32]]"
23860,"[[89], [89, 93, 7, 62, 91, 47, 32, 83, 97, 68]]"
23861,"[[10], [10, 60, 3, 1, 23, 64, 38, 48, 24, 9]]"
23862,"[[76], [76, 3, 22, 37, 55, 89, 9, 65, 72, 14]]"
23863,"[[5], [5, 27, 50, 81, 76, 72, 21, 83, 89, 31]]"
23864,"[[10], [10, 50, 22, 23, 46, 9, 67, 55, 60, 38]]"
23865,"[[78], [78, 89, 87, 83, 7, 72, 81, 95, 50, 76]]"
23866,"[[50], [50, 29, 53, 27, 36, 35, 69, 31, 21, 7]]"
23867,"[[27], [27, 31, 36, 50, 61, 54, 100, 53, 32, 29]]"
23868,"[[49], [49, 14, 62, 54, 48, 68, 50, 56, 89, 72]]"
23869,"[[47], [47, 12, 42, 49, 14, 28, 54, 98, 26, 34]]"
23870,"[[60], [60, 10, 29, 44, 50, 15, 36, 8, 1, 64]]"
23871,"[[89], [89, 50, 95, 29, 35, 62, 32, 36, 91, 93]]"
23872,"[[21], [21, 22, 42, 39, 41, 14, 25, 26, 6, 52]]"
23873,"[[50], [50, 89, 95, 29, 36, 91, 60, 97, 94, 62]]"
23874,"[[31], [31, 27, 50, 53, 36, 6, 61, 65, 69, 100]]"
23875,"[[72], [72, 27, 50, 78, 62, 73, 76, 80, 66, 36]]"
23876,"[[49], [49, 31, 54, 61, 62, 32, 27, 53, 68, 50]]"
23877,"[[89], [89, 19, 32, 78, 27, 72, 93, 20, 62, 73]]"
23878,"[[91], [91, 89, 54, 53, 94, 72, 62, 87, 76, 50]]"
23879,"[[6], [6, 54, 14, 61, 31, 47, 12, 49, 46, 100]]"
23880,"[[27], [27, 100, 31, 72, 11, 83, 89, 80, 3, 36]]"
23881,"[[94], [94, 89, 86, 91, 96, 88, 97, 76, 93, 55]]"
23882,"[[50], [50, 35, 29, 62, 89, 71, 32, 68, 49, 69]]"
23883,"[[1], [1, 7, 89, 36, 50, 48, 62, 27, 88, 35]]"
23884,"[[15], [15, 10, 60, 1, 18, 8, 44, 94, 7, 16]]"
23885,"[[5], [5, 7, 8, 78, 17, 50, 11, 89, 19, 100]]"
23886,"[[50], [50, 32, 35, 62, 29, 49, 53, 68, 95, 89]]"
23887,"[[100], [100, 81, 41, 51, 1, 78, 50, 27, 46, 45]]"
23888,"[[8], [8, 100, 29, 81, 91, 54, 50, 11, 89, 36]]"
23889,"[[10], [10, 62, 36, 32, 55, 38, 11, 22, 53, 23]]"
23890,"[[89], [89, 62, 95, 32, 28, 68, 92, 97, 63, 96]]"
23891,"[[53], [53, 31, 50, 61, 32, 36, 54, 27, 21, 42]]"
23892,"[[10], [10, 89, 95, 23, 93, 35, 50, 11, 1, 3]]"
23893,"[[50], [50, 5, 62, 36, 10, 19, 27, 7, 97, 25]]"
23894,"[[89], [89, 36, 50, 10, 53, 62, 31, 27, 35, 32]]"
23895,"[[50], [50, 35, 53, 32, 29, 69, 36, 49, 62, 27]]"
23896,"[[15], [15, 89, 1, 88, 50, 71, 87, 8, 94, 18]]"
23897,"[[62], [62, 53, 32, 50, 49, 27, 36, 35, 66, 68]]"
23898,"[[27], [27, 25, 12, 50, 21, 40, 31, 10, 22, 11]]"
23899,"[[62], [62, 32, 53, 68, 66, 61, 49, 50, 47, 36]]"
23900,"[[89], [89, 62, 53, 50, 91, 97, 32, 36, 54, 49]]"
23901,"[[50], [50, 66, 36, 29, 35, 53, 89, 32, 87, 62]]"
23902,"[[89], [89, 54, 50, 36, 96, 91, 93, 32, 97, 88]]"
23903,"[[89], [89, 27, 62, 61, 54, 66, 32, 6, 36, 65]]"
23904,"[[72], [72, 50, 53, 89, 27, 76, 32, 29, 54, 35]]"
23905,"[[65], [65, 53, 50, 35, 29, 27, 36, 54, 31, 32]]"
23906,"[[89], [89, 32, 62, 35, 29, 50, 54, 36, 93, 68]]"
23907,"[[49], [49, 62, 50, 54, 32, 68, 31, 61, 56, 53]]"
23908,"[[83], [83, 100, 87, 98, 50, 72, 21, 27, 89, 35]]"
23909,"[[94], [94, 86, 78, 62, 19, 27, 73, 61, 81, 68]]"
23910,"[[31], [31, 27, 50, 61, 36, 29, 100, 5, 54, 49]]"
23911,"[[50], [50, 89, 62, 36, 49, 27, 54, 53, 35, 32]]"
23912,"[[31], [31, 29, 50, 11, 27, 21, 100, 36, 61, 40]]"
23913,"[[89], [89, 83, 76, 81, 72, 91, 93, 90, 84, 97]]"
23914,"[[90], [90, 20, 78, 28, 19, 48, 84, 73, 71, 47]]"
23915,"[[54], [54, 29, 89, 61, 32, 53, 27, 65, 50, 31]]"
23916,"[[65], [65, 21, 31, 54, 42, 53, 27, 14, 61, 49]]"
23917,"[[62], [62, 47, 54, 89, 6, 14, 32, 48, 65, 68]]"
23918,"[[10], [10, 55, 38, 67, 34, 23, 9, 22, 94, 11]]"
23919,"[[71], [71, 92, 89, 96, 88, 91, 87, 72, 50, 35]]"
23920,"[[27], [27, 72, 73, 76, 89, 7, 50, 36, 53, 78]]"
23921,"[[50], [50, 53, 36, 62, 32, 89, 35, 69, 68, 93]]"
23922,"[[32], [32, 27, 62, 54, 50, 89, 87, 36, 49, 76]]"
23923,"[[27], [27, 89, 54, 50, 36, 72, 32, 62, 35, 49]]"
23924,"[[89], [89, 62, 32, 91, 36, 54, 66, 50, 68, 10]]"
23925,"[[27], [27, 50, 3, 10, 87, 35, 36, 31, 29, 11]]"
23926,"[[60], [60, 10, 86, 89, 94, 91, 36, 62, 97, 50]]"
23927,"[[62], [62, 32, 94, 89, 78, 68, 61, 54, 28, 49]]"
23928,"[[62], [62, 89, 50, 47, 32, 53, 95, 71, 49, 72]]"
23929,"[[98], [98, 34, 10, 22, 95, 14, 25, 2, 40, 91]]"
23930,"[[5], [5, 89, 83, 81, 27, 31, 72, 100, 21, 53]]"
23931,"[[94], [94, 89, 88, 86, 93, 96, 95, 87, 92, 73]]"
23932,"[[100], [100, 21, 51, 52, 14, 39, 42, 85, 26, 98]]"
23933,"[[29], [29, 10, 50, 1, 89, 60, 36, 35, 2, 32]]"
23934,"[[62], [62, 68, 50, 49, 89, 32, 54, 28, 66, 47]]"
23935,"[[10], [10, 15, 44, 1, 60, 18, 8, 38, 13, 50]]"
23936,"[[50], [50, 53, 65, 81, 27, 21, 29, 42, 31, 100]]"
23937,"[[27], [27, 5, 91, 31, 81, 21, 76, 89, 36, 92]]"
23938,"[[76], [76, 89, 47, 97, 94, 28, 72, 83, 32, 62]]"
23939,"[[27], [27, 6, 66, 62, 76, 87, 80, 92, 73, 68]]"
23940,"[[29], [29, 50, 7, 35, 53, 27, 32, 49, 21, 31]]"
23941,"[[2], [2, 31, 27, 1, 11, 36, 50, 81, 29, 14]]"
23942,"[[62], [62, 65, 54, 68, 91, 89, 50, 66, 35, 27]]"
23943,"[[89], [89, 81, 50, 53, 27, 76, 36, 15, 72, 31]]"
23944,"[[19], [19, 72, 89, 50, 98, 96, 53, 32, 91, 62]]"
23945,"[[27], [27, 29, 5, 50, 65, 36, 11, 3, 35, 31]]"
23946,"[[53], [53, 50, 36, 62, 89, 31, 35, 32, 69, 27]]"
23947,"[[3], [3, 50, 54, 65, 27, 53, 36, 62, 11, 61]]"
23948,"[[49], [49, 62, 61, 47, 54, 68, 12, 31, 69, 66]]"
23949,"[[62], [62, 50, 49, 36, 27, 48, 89, 31, 10, 35]]"
23950,"[[27], [27, 50, 66, 65, 53, 35, 62, 68, 61, 49]]"
23951,"[[10], [10, 38, 2, 1, 22, 55, 62, 23, 25, 50]]"
23952,"[[49], [49, 50, 62, 32, 89, 48, 54, 36, 35, 68]]"
23953,"[[29], [29, 66, 50, 35, 49, 68, 62, 65, 53, 27]]"
23954,"[[27], [27, 31, 61, 66, 36, 55, 49, 62, 50, 65]]"
23955,"[[65], [65, 14, 34, 42, 21, 53, 46, 50, 26, 12]]"
23956,"[[62], [62, 27, 53, 61, 54, 50, 94, 10, 55, 68]]"
23957,"[[62], [62, 49, 68, 54, 50, 48, 47, 61, 22, 56]]"
23958,"[[65], [65, 27, 31, 53, 54, 34, 36, 61, 12, 50]]"
23959,"[[62], [62, 68, 28, 94, 47, 86, 48, 82, 84, 63]]"
23960,"[[47], [47, 62, 53, 54, 65, 68, 50, 69, 49, 35]]"
23961,"[[50], [50, 32, 36, 53, 89, 62, 27, 29, 69, 35]]"
23962,"[[100], [100, 89, 27, 73, 80, 31, 61, 83, 72, 54]]"
23963,"[[27], [27, 36, 50, 35, 89, 29, 31, 53, 62, 32]]"
23964,"[[50], [50, 49, 53, 56, 21, 32, 42, 62, 36, 66]]"
23965,"[[41], [41, 75, 42, 85, 100, 22, 21, 25, 39, 14]]"
23966,"[[50], [50, 27, 29, 72, 35, 89, 36, 1, 5, 76]]"
23967,"[[89], [89, 78, 19, 5, 20, 82, 90, 94, 91, 88]]"
23968,"[[53], [53, 65, 50, 69, 36, 46, 14, 31, 34, 42]]"
23969,"[[89], [89, 40, 11, 48, 27, 6, 45, 72, 50, 36]]"
23970,"[[62], [62, 89, 27, 36, 50, 32, 48, 68, 15, 49]]"
23971,"[[62], [62, 89, 50, 53, 32, 18, 54, 69, 68, 49]]"
23972,"[[50], [50, 32, 54, 49, 29, 89, 53, 62, 36, 83]]"
23973,"[[89], [89, 32, 62, 68, 50, 93, 49, 48, 54, 28]]"
23974,"[[27], [27, 36, 50, 31, 89, 35, 100, 5, 29, 21]]"
23975,"[[29], [29, 7, 50, 36, 3, 60, 89, 97, 11, 35]]"
23976,"[[89], [89, 27, 36, 5, 53, 72, 19, 32, 50, 93]]"
23977,"[[29], [29, 100, 50, 31, 21, 81, 2, 27, 35, 42]]"
23978,"[[8], [8, 3, 10, 15, 7, 13, 64, 5, 18, 17]]"
23979,"[[32], [32, 49, 62, 50, 48, 89, 27, 54, 36, 68]]"
23980,"[[21], [21, 34, 42, 39, 14, 22, 26, 40, 98, 12]]"
23981,"[[50], [50, 80, 27, 73, 72, 31, 21, 6, 100, 78]]"
23982,"[[3], [3, 100, 89, 11, 7, 72, 50, 78, 81, 83]]"
23983,"[[94], [94, 18, 86, 62, 10, 89, 47, 55, 16, 38]]"
23984,"[[50], [50, 65, 27, 53, 62, 49, 66, 21, 36, 31]]"
23985,"[[81], [81, 100, 27, 50, 21, 65, 78, 31, 72, 80]]"
23986,"[[50], [50, 62, 68, 36, 89, 49, 97, 32, 48, 35]]"
23987,"[[89], [89, 29, 56, 14, 83, 47, 49, 63, 54, 91]]"
23988,"[[62], [62, 68, 94, 48, 86, 49, 28, 71, 66, 32]]"
23989,"[[31], [31, 65, 53, 27, 50, 36, 89, 83, 35, 29]]"
23990,"[[29], [29, 50, 35, 36, 53, 27, 32, 31, 49, 54]]"
23991,"[[89], [89, 91, 10, 93, 81, 50, 95, 72, 97, 36]]"
23992,"[[7], [7, 29, 50, 5, 2, 21, 25, 36, 11, 100]]"
23993,"[[81], [81, 29, 50, 49, 54, 53, 31, 32, 21, 61]]"
23994,"[[89], [89, 71, 72, 27, 98, 80, 78, 47, 100, 50]]"
23995,"[[6], [6, 31, 25, 21, 12, 52, 39, 34, 14, 26]]"
23996,"[[5], [5, 3, 100, 83, 75, 27, 11, 78, 89, 98]]"
23997,"[[50], [50, 35, 10, 53, 32, 89, 36, 7, 29, 69]]"
23998,"[[14], [14, 21, 42, 39, 26, 50, 25, 22, 56, 12]]"
23999,"[[50], [50, 89, 53, 27, 62, 36, 35, 81, 29, 21]]"
24000,"[[51], [51, 52, 100, 6, 41, 25, 31, 21, 11, 39]]"
24001,"[[89], [89, 50, 53, 62, 54, 91, 46, 49, 42, 93]]"
24002,"[[80], [80, 73, 78, 31, 79, 85, 61, 27, 100, 72]]"
24003,"[[69], [69, 50, 54, 14, 42, 53, 21, 49, 31, 61]]"
24004,"[[50], [50, 29, 32, 35, 27, 36, 2, 97, 53, 94]]"
24005,"[[89], [89, 91, 50, 60, 95, 10, 9, 47, 55, 62]]"
24006,"[[27], [27, 65, 29, 54, 50, 31, 35, 36, 61, 32]]"
24007,"[[50], [50, 78, 87, 40, 10, 97, 29, 83, 89, 81]]"
24008,"[[29], [29, 31, 27, 65, 2, 21, 36, 50, 11, 51]]"
24009,"[[89], [89, 50, 32, 54, 49, 62, 60, 10, 97, 29]]"
24010,"[[54], [54, 89, 53, 81, 49, 50, 62, 83, 65, 31]]"
24011,"[[27], [27, 31, 50, 61, 53, 54, 72, 49, 65, 62]]"
24012,"[[50], [50, 29, 35, 53, 11, 36, 21, 69, 27, 3]]"
24013,"[[65], [65, 53, 14, 54, 31, 61, 49, 50, 32, 42]]"
24014,"[[5], [5, 100, 89, 54, 83, 48, 11, 31, 61, 3]]"
24015,"[[5], [5, 49, 50, 62, 53, 68, 31, 21, 48, 42]]"
24016,"[[89], [89, 90, 32, 62, 76, 68, 84, 75, 82, 93]]"
24017,"[[97], [97, 94, 89, 91, 86, 95, 96, 88, 99, 60]]"
24018,"[[54], [54, 27, 61, 31, 49, 89, 100, 32, 72, 62]]"
24019,"[[21], [21, 50, 53, 42, 54, 29, 83, 32, 89, 72]]"
24020,"[[50], [50, 72, 89, 36, 53, 31, 27, 54, 61, 29]]"
24021,"[[53], [53, 54, 50, 32, 49, 61, 29, 27, 62, 89]]"
24022,"[[27], [27, 31, 21, 65, 50, 36, 11, 29, 14, 53]]"
24023,"[[55], [55, 27, 54, 94, 62, 89, 31, 10, 91, 48]]"
24024,"[[50], [50, 31, 21, 32, 29, 27, 36, 100, 54, 61]]"
24025,"[[27], [27, 36, 65, 62, 66, 31, 61, 53, 50, 68]]"
24026,"[[27], [27, 31, 36, 1, 50, 5, 100, 2, 13, 29]]"
24027,"[[89], [89, 97, 93, 7, 50, 72, 95, 32, 35, 76]]"
24028,"[[65], [65, 53, 27, 54, 32, 61, 50, 62, 72, 14]]"
24029,"[[36], [36, 50, 29, 89, 32, 27, 94, 35, 95, 5]]"
24030,"[[62], [62, 48, 89, 32, 72, 68, 49, 50, 47, 28]]"
24031,"[[61], [61, 53, 32, 6, 54, 49, 66, 50, 68, 62]]"
24032,"[[31], [31, 36, 50, 27, 29, 35, 65, 53, 66, 61]]"
24033,"[[27], [27, 65, 72, 80, 31, 54, 73, 78, 50, 98]]"
24034,"[[6], [6, 31, 61, 27, 49, 62, 54, 72, 89, 32]]"
24035,"[[7], [7, 29, 50, 65, 21, 5, 27, 42, 35, 36]]"
24036,"[[50], [50, 53, 69, 49, 62, 68, 66, 35, 32, 29]]"
24037,"[[23], [23, 62, 47, 38, 10, 12, 9, 22, 70, 56]]"
24038,"[[29], [29, 50, 27, 36, 35, 89, 31, 32, 62, 49]]"
24039,"[[62], [62, 68, 66, 48, 61, 54, 28, 27, 49, 32]]"
24040,"[[60], [60, 97, 91, 89, 10, 14, 63, 38, 94, 54]]"
24041,"[[81], [81, 89, 87, 88, 91, 27, 10, 72, 50, 11]]"
24042,"[[50], [50, 27, 36, 29, 89, 35, 31, 87, 53, 32]]"
24043,"[[10], [10, 11, 22, 40, 14, 3, 38, 34, 23, 89]]"
24044,"[[50], [50, 27, 29, 31, 36, 53, 35, 65, 21, 81]]"
24045,"[[62], [62, 68, 66, 61, 49, 47, 28, 6, 48, 31]]"
24046,"[[25], [25, 4, 22, 21, 41, 2, 14, 53, 83, 10]]"
24047,"[[22], [22, 34, 65, 51, 52, 14, 31, 27, 21, 26]]"
24048,"[[31], [31, 27, 53, 61, 6, 36, 54, 21, 32, 65]]"
24049,"[[94], [94, 97, 95, 96, 76, 77, 91, 72, 86, 89]]"
24050,"[[94], [94, 86, 97, 60, 96, 89, 44, 95, 10, 67]]"
24051,"[[89], [89, 7, 72, 93, 10, 19, 78, 32, 95, 36]]"
24052,"[[50], [50, 89, 53, 32, 62, 35, 49, 72, 66, 36]]"
24053,"[[50], [50, 32, 54, 62, 49, 36, 53, 29, 27, 61]]"
24054,"[[62], [62, 47, 89, 28, 92, 57, 23, 68, 9, 20]]"
24055,"[[89], [89, 62, 50, 53, 32, 68, 49, 93, 36, 72]]"
24056,"[[89], [89, 72, 76, 83, 93, 78, 73, 97, 94, 100]]"
24057,"[[89], [89, 72, 53, 50, 27, 36, 31, 35, 32, 73]]"
24058,"[[36], [36, 31, 27, 10, 11, 2, 50, 1, 76, 53]]"
24059,"[[50], [50, 35, 29, 32, 53, 36, 89, 7, 69, 62]]"
24060,"[[31], [31, 61, 27, 53, 6, 49, 66, 62, 50, 32]]"
24061,"[[5], [5, 78, 73, 80, 27, 79, 11, 72, 76, 85]]"
24062,"[[62], [62, 49, 68, 47, 89, 28, 54, 61, 48, 72]]"
24063,"[[29], [29, 50, 10, 8, 15, 13, 35, 2, 1, 36]]"
24064,"[[62], [62, 89, 68, 28, 94, 47, 32, 19, 48, 90]]"
24065,"[[53], [53, 49, 42, 32, 89, 62, 54, 21, 50, 39]]"
24066,"[[3], [3, 8, 89, 5, 1, 64, 81, 29, 97, 10]]"
24067,"[[62], [62, 89, 68, 78, 49, 72, 54, 96, 93, 91]]"
24068,"[[10], [10, 50, 15, 62, 38, 29, 35, 36, 56, 60]]"
24069,"[[89], [89, 91, 95, 50, 93, 62, 94, 10, 97, 72]]"
24070,"[[89], [89, 62, 32, 97, 88, 94, 50, 86, 15, 68]]"
24071,"[[31], [31, 65, 27, 11, 50, 29, 36, 49, 35, 21]]"
24072,"[[21], [21, 11, 83, 31, 39, 27, 65, 51, 50, 81]]"
24073,"[[18], [18, 19, 89, 5, 50, 62, 7, 72, 83, 36]]"
24074,"[[62], [62, 50, 32, 68, 66, 39, 69, 53, 49, 42]]"
24075,"[[14], [14, 49, 54, 42, 47, 83, 62, 28, 46, 68]]"
24076,"[[7], [7, 97, 50, 95, 29, 32, 94, 10, 53, 89]]"
24077,"[[50], [50, 66, 36, 53, 69, 62, 32, 35, 68, 25]]"
24078,"[[31], [31, 27, 21, 50, 65, 100, 29, 81, 51, 36]]"
24079,"[[54], [54, 89, 32, 49, 62, 50, 46, 10, 61, 87]]"
24080,"[[89], [89, 32, 75, 54, 62, 76, 53, 36, 10, 61]]"
24081,"[[89], [89, 72, 50, 53, 32, 35, 76, 62, 93, 47]]"
24082,"[[15], [15, 89, 8, 81, 91, 50, 16, 97, 88, 60]]"
24083,"[[2], [2, 46, 55, 31, 1, 50, 65, 27, 81, 3]]"
24084,"[[50], [50, 27, 36, 31, 35, 53, 29, 100, 21, 89]]"
24085,"[[36], [36, 53, 27, 50, 72, 98, 81, 21, 31, 89]]"
24086,"[[7], [7, 5, 23, 89, 95, 60, 8, 10, 50, 97]]"
24087,"[[83], [83, 91, 98, 93, 89, 97, 95, 99, 100, 82]]"
24088,"[[29], [29, 11, 3, 50, 36, 10, 35, 32, 27, 5]]"
24089,"[[81], [81, 29, 53, 50, 21, 42, 65, 35, 98, 83]]"
24090,"[[53], [53, 32, 50, 29, 36, 65, 35, 54, 62, 66]]"
24091,"[[89], [89, 62, 32, 48, 97, 68, 49, 10, 60, 54]]"
24092,"[[100], [100, 31, 21, 27, 50, 42, 51, 61, 65, 52]]"
24093,"[[10], [10, 18, 62, 94, 38, 86, 68, 66, 27, 55]]"
24094,"[[89], [89, 91, 94, 97, 8, 86, 60, 88, 96, 10]]"
24095,"[[14], [14, 29, 21, 50, 11, 83, 2, 42, 65, 26]]"
24096,"[[89], [89, 72, 62, 54, 76, 32, 35, 47, 93, 88]]"
24097,"[[49], [49, 54, 62, 68, 32, 28, 50, 47, 89, 42]]"
24098,"[[89], [89, 53, 54, 93, 61, 49, 32, 62, 50, 31]]"
24099,"[[50], [50, 29, 35, 53, 36, 62, 32, 27, 69, 49]]"
24100,"[[27], [27, 65, 31, 46, 50, 49, 69, 62, 36, 11]]"
24101,"[[50], [50, 32, 54, 49, 29, 48, 53, 41, 60, 2]]"
24102,"[[81], [81, 50, 53, 36, 27, 22, 31, 29, 35, 65]]"
24103,"[[78], [78, 94, 72, 79, 81, 49, 21, 47, 99, 77]]"
24104,"[[5], [5, 36, 1, 7, 50, 27, 29, 89, 94, 10]]"
24105,"[[27], [27, 29, 50, 35, 36, 31, 66, 65, 10, 38]]"
24106,"[[94], [94, 97, 81, 95, 89, 90, 93, 96, 86, 82]]"
24107,"[[5], [5, 89, 27, 83, 85, 3, 72, 50, 36, 100]]"
24108,"[[27], [27, 21, 31, 100, 73, 22, 51, 36, 6, 50]]"
24109,"[[5], [5, 19, 11, 7, 3, 48, 28, 50, 94, 21]]"
24110,"[[10], [10, 36, 62, 50, 27, 3, 89, 38, 32, 91]]"
24111,"[[65], [65, 14, 34, 55, 26, 42, 12, 70, 6, 46]]"
24112,"[[50], [50, 32, 53, 35, 29, 36, 54, 62, 27, 89]]"
24113,"[[89], [89, 73, 72, 80, 78, 93, 83, 90, 62, 20]]"
24114,"[[89], [89, 47, 62, 54, 32, 28, 97, 68, 94, 91]]"
24115,"[[21], [21, 98, 65, 100, 34, 80, 50, 5, 42, 27]]"
24116,"[[54], [54, 62, 49, 32, 61, 68, 48, 50, 8, 27]]"
24117,"[[21], [21, 53, 50, 42, 29, 65, 81, 36, 22, 35]]"
24118,"[[89], [89, 91, 62, 27, 72, 93, 54, 83, 95, 32]]"
24119,"[[32], [32, 54, 89, 62, 29, 53, 50, 68, 49, 35]]"
24120,"[[65], [65, 54, 83, 50, 53, 27, 76, 72, 81, 78]]"
24121,"[[55], [55, 62, 76, 32, 54, 9, 89, 53, 6, 10]]"
24122,"[[89], [89, 7, 27, 50, 36, 78, 88, 5, 97, 13]]"
24123,"[[83], [83, 28, 49, 48, 89, 5, 32, 8, 11, 54]]"
24124,"[[50], [50, 27, 32, 89, 36, 35, 53, 5, 87, 29]]"
24125,"[[89], [89, 50, 53, 49, 81, 29, 35, 32, 62, 83]]"
24126,"[[14], [14, 34, 12, 26, 25, 22, 46, 42, 98, 47]]"
24127,"[[78], [78, 73, 19, 77, 94, 79, 20, 76, 92, 87]]"
24128,"[[3], [3, 11, 31, 51, 23, 47, 61, 27, 6, 12]]"
24129,"[[89], [89, 88, 78, 93, 76, 97, 94, 32, 72, 62]]"
24130,"[[7], [7, 29, 50, 36, 35, 10, 53, 2, 32, 69]]"
24131,"[[85], [85, 4, 73, 37, 90, 88, 78, 59, 75, 84]]"
24132,"[[50], [50, 32, 29, 53, 62, 42, 49, 89, 54, 35]]"
24133,"[[50], [50, 54, 27, 61, 49, 32, 72, 8, 62, 53]]"
24134,"[[89], [89, 62, 81, 72, 53, 83, 50, 49, 68, 93]]"
24135,"[[80], [80, 27, 73, 78, 79, 72, 89, 5, 76, 77]]"
24136,"[[89], [89, 76, 72, 93, 91, 32, 88, 78, 87, 73]]"
24137,"[[62], [62, 61, 68, 6, 10, 66, 47, 48, 32, 28]]"
24138,"[[98], [98, 21, 39, 100, 52, 51, 73, 78, 80, 83]]"
24139,"[[89], [89, 27, 50, 35, 53, 29, 72, 36, 62, 54]]"
24140,"[[89], [89, 50, 29, 91, 27, 5, 62, 35, 49, 36]]"
24141,"[[31], [31, 21, 27, 5, 50, 29, 65, 53, 100, 35]]"
24142,"[[62], [62, 54, 68, 32, 49, 28, 47, 61, 89, 53]]"
24143,"[[50], [50, 62, 36, 32, 7, 66, 11, 69, 49, 35]]"
24144,"[[27], [27, 89, 31, 78, 36, 72, 32, 61, 54, 50]]"
24145,"[[62], [62, 49, 53, 89, 50, 54, 47, 68, 32, 35]]"
24146,"[[65], [65, 50, 21, 29, 42, 46, 22, 14, 26, 35]]"
24147,"[[3], [3, 1, 95, 41, 4, 9, 57, 33, 43, 89]]"
24148,"[[7], [7, 80, 50, 81, 98, 73, 5, 78, 29, 72]]"
24149,"[[100], [100, 83, 80, 89, 5, 78, 73, 72, 87, 31]]"
24150,"[[50], [50, 83, 98, 72, 36, 35, 27, 89, 95, 53]]"
24151,"[[89], [89, 62, 27, 72, 76, 32, 68, 80, 53, 87]]"
24152,"[[62], [62, 89, 68, 49, 47, 53, 66, 93, 50, 94]]"
24153,"[[6], [6, 78, 73, 70, 94, 87, 51, 80, 34, 30]]"
24154,"[[78], [78, 73, 80, 27, 72, 32, 85, 77, 79, 31]]"
24155,"[[19], [19, 6, 62, 73, 61, 78, 32, 94, 45, 89]]"
24156,"[[65], [65, 53, 42, 31, 21, 72, 26, 54, 49, 50]]"
24157,"[[78], [78, 62, 73, 90, 68, 84, 77, 47, 28, 80]]"
24158,"[[62], [62, 89, 68, 32, 48, 28, 66, 49, 47, 93]]"
24159,"[[8], [8, 89, 91, 32, 29, 15, 60, 50, 62, 49]]"
24160,"[[62], [62, 89, 47, 68, 32, 54, 53, 97, 78, 76]]"
24161,"[[65], [65, 53, 89, 10, 55, 91, 14, 22, 50, 36]]"
24162,"[[50], [50, 10, 62, 49, 53, 29, 42, 3, 54, 65]]"
24163,"[[50], [50, 94, 27, 88, 31, 89, 36, 91, 29, 35]]"
24164,"[[53], [53, 50, 21, 32, 31, 35, 69, 39, 49, 61]]"
24165,"[[62], [62, 89, 78, 32, 73, 68, 6, 77, 66, 61]]"
24166,"[[27], [27, 31, 36, 61, 50, 29, 11, 32, 35, 100]]"
24167,"[[62], [62, 89, 49, 68, 66, 50, 54, 53, 32, 72]]"
24168,"[[46], [46, 62, 49, 10, 47, 14, 28, 68, 22, 54]]"
24169,"[[31], [31, 65, 27, 50, 61, 29, 11, 36, 53, 35]]"
24170,"[[50], [50, 32, 53, 29, 49, 36, 89, 62, 35, 68]]"
24171,"[[89], [89, 50, 72, 91, 93, 53, 8, 81, 29, 15]]"
24172,"[[10], [10, 22, 60, 94, 38, 23, 41, 3, 97, 11]]"
24173,"[[7], [7, 16, 89, 91, 15, 94, 10, 95, 18, 23]]"
24174,"[[65], [65, 21, 53, 50, 54, 31, 42, 29, 61, 22]]"
24175,"[[89], [89, 62, 28, 68, 48, 63, 60, 93, 32, 47]]"
24176,"[[50], [50, 27, 69, 35, 31, 53, 36, 56, 29, 62]]"
24177,"[[61], [61, 49, 62, 50, 68, 54, 31, 36, 27, 32]]"
24178,"[[62], [62, 47, 89, 50, 68, 48, 10, 32, 36, 49]]"
24179,"[[95], [95, 47, 94, 97, 62, 32, 23, 28, 63, 89]]"
24180,"[[8], [8, 89, 91, 81, 15, 88, 86, 5, 76, 13]]"
24181,"[[50], [50, 35, 27, 36, 89, 29, 87, 66, 31, 62]]"
24182,"[[89], [89, 8, 62, 32, 5, 28, 91, 68, 97, 54]]"
24183,"[[27], [27, 31, 61, 65, 62, 50, 36, 53, 69, 54]]"
24184,"[[21], [21, 100, 31, 89, 83, 50, 27, 53, 76, 65]]"
24185,"[[62], [62, 61, 31, 36, 27, 49, 6, 32, 50, 66]]"
